location,time,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m
"London, UK",2026-07-29T03:00,12.4,74,1011.1,12.2
"London, UK",2026-07-29T04:00,11.7,72,1011.3,12.4
"London, UK",2026-07-29T05:00,12.0,75,1014.0,13.6
"London, UK",2026-07-29T06:00,12.8,73,1012.0,11.1
"London, UK",2026-07-29T07:00,13.1,70,1011.6,14.4
"London, UK",2026-07-29T08:00,15.1,66,1013.0,13.5
"London, UK",2026-07-29T09:00,15.7,70,1011.3,10.8
"London, UK",2026-07-29T10:00,16.4,72,1010.3,14.9
"London, UK",2026-07-29T11:00,18.1,67,1013.7,12.2
"London, UK",2026-07-29T12:00,17.9,63,1010.2,16.4
"London, UK",2026-07-29T13:00,17.8,67,1011.3,10.5
"London, UK",2026-07-29T14:00,18.8,65,1013.5,15.1
"London, UK",2026-07-29T15:00,19.2,68,1014.9,11.3
"London, UK",2026-07-29T16:00,18.8,71,1014.5,10.4
"London, UK",2026-07-29T17:00,18.3,72,1013.6,14.5
"London, UK",2026-07-29T18:00,17.8,67,1013.3,13.4
"London, UK",2026-07-29T19:00,17.2,69,1012.2,15.3
"London, UK",2026-07-29T20:00,18.4,62,1013.4,12.1
"London, UK",2026-07-29T21:00,15.9,70,1013.9,16.9
"London, UK",2026-07-29T22:00,14.7,74,1010.2,18.0
"London, UK",2026-07-29T23:00,14.0,74,1011.5,11.9
"London, UK",2026-07-30T00:00,13.1,72,1013.3,16.7
"London, UK",2026-07-30T01:00,11.2,76,1013.0,13.5
"London, UK",2026-07-30T02:00,11.1,75,1010.1,15.6
"London, UK",2026-07-30T03:00,11.0,74,1012.9,16.9
"London, UK",2026-07-30T04:00,12.0,71,1012.4,17.2
"London, UK",2026-07-30T05:00,12.8,71,1012.7,10.1
"London, UK",2026-07-30T06:00,13.3,66,1013.9,14.3
"London, UK",2026-07-30T07:00,15.4,67,1012.9,18.5
"London, UK",2026-07-30T08:00,15.4,68,1013.3,14.0
"London, UK",2026-07-30T09:00,15.7,68,1012.9,10.0
"London, UK",2026-07-30T10:00,16.5,71,1012.7,10.0
"London, UK",2026-07-30T11:00,17.9,69,1012.1,13.3
"London, UK",2026-07-30T12:00,16.9,66,1012.4,17.1
"London, UK",2026-07-30T13:00,18.1,70,1012.4,14.6
"London, UK",2026-07-30T14:00,18.8,70,1012.4,10.1
"London, UK",2026-07-30T15:00,18.0,66,1011.5,15.0
"London, UK",2026-07-30T16:00,18.6,75,1010.9,14.5
"London, UK",2026-07-30T17:00,17.7,67,1013.2,8.2
"London, UK",2026-07-30T18:00,18.1,74,1012.5,14.6
"London, UK",2026-07-30T19:00,18.0,68,1012.3,8.3
"London, UK",2026-07-30T20:00,16.9,69,1011.8,14.3
"London, UK",2026-07-30T21:00,15.1,69,1013.7,10.7
"London, UK",2026-07-30T22:00,15.3,66,1012.2,18.8
"London, UK",2026-07-30T23:00,14.5,71,1011.9,12.7
"London, UK",2026-07-31T00:00,13.1,72,1012.9,13.9
"London, UK",2026-07-31T01:00,12.3,68,1012.4,16.3
"London, UK",2026-07-31T02:00,11.2,73,1012.0,14.3
"London, UK",2026-07-31T03:00,11.7,77,1013.6,10.7
"London, UK",2026-07-31T04:00,12.6,70,1012.3,14.8
"London, UK",2026-07-31T05:00,12.1,75,1012.1,12.5
"London, UK",2026-07-31T06:00,12.6,71,1014.3,15.6
"London, UK",2026-07-31T07:00,14.9,77,1011.8,14.2
"London, UK",2026-07-31T08:00,13.8,69,1012.2,11.4
"London, UK",2026-07-31T09:00,14.8,70,1011.5,16.1
"London, UK",2026-07-31T10:00,15.8,78,1012.5,14.2
"London, UK",2026-07-31T11:00,16.3,74,1014.3,14.7
"London, UK",2026-07-31T12:00,17.0,69,1011.7,17.7
"London, UK",2026-07-31T13:00,19.1,67,1010.1,11.5
"London, UK",2026-07-31T14:00,19.4,71,1014.3,10.0
"London, UK",2026-07-31T15:00,19.2,70,1011.0,14.0
"London, UK",2026-07-31T16:00,19.1,66,1010.8,13.2
"London, UK",2026-07-31T17:00,18.3,67,1012.3,12.9
"London, UK",2026-07-31T18:00,17.9,69,1012.6,13.0
"London, UK",2026-07-31T19:00,17.3,63,1013.6,14.0
"London, UK",2026-07-31T20:00,16.4,72,1010.7,9.1
"London, UK",2026-07-31T21:00,15.7,70,1013.2,12.8
"London, UK",2026-07-31T22:00,15.1,73,1013.6,13.3
"London, UK",2026-07-31T23:00,12.3,75,1014.5,15.6
"London, UK",2026-08-01T00:00,12.4,75,1014.0,17.9
"London, UK",2026-08-01T01:00,11.9,72,1013.9,14.1
"London, UK",2026-08-01T02:00,11.3,75,1013.7,14.2
"London, UK",2026-08-01T03:00,12.2,72,1014.8,11.7
"London, UK",2026-08-01T04:00,11.7,73,1014.1,10.3
"London, UK",2026-08-01T05:00,11.6,67,1013.0,11.2
"London, UK",2026-08-01T06:00,12.8,74,1012.2,14.6
"London, UK",2026-08-01T07:00,13.5,74,1013.6,12.3
"London, UK",2026-08-01T08:00,14.5,74,1013.5,10.5
"London, UK",2026-08-01T09:00,16.0,66,1014.7,16.6
"London, UK",2026-08-01T10:00,16.6,70,1012.7,15.7
"London, UK",2026-08-01T11:00,17.0,70,1014.0,12.6
"London, UK",2026-08-01T12:00,17.5,65,1011.7,9.4
"London, UK",2026-08-01T13:00,19.0,73,1014.7,9.9
"London, UK",2026-08-01T14:00,19.4,71,1012.5,14.3
"London, UK",2026-08-01T15:00,17.6,69,1011.7,14.5
"London, UK",2026-08-01T16:00,17.8,70,1014.2,12.0
"London, UK",2026-08-01T17:00,17.7,62,1012.7,12.5
"London, UK",2026-08-01T18:00,16.9,70,1012.5,11.3
"London, UK",2026-08-01T19:00,16.9,72,1013.7,13.7
"London, UK",2026-08-01T20:00,16.8,65,1013.0,14.4
"London, UK",2026-08-01T21:00,15.2,72,1012.1,15.3
"London, UK",2026-08-01T22:00,15.0,62,1014.4,6.4
"London, UK",2026-08-01T23:00,13.3,75,1012.6,10.3
"London, UK",2026-08-02T00:00,12.3,76,1010.7,16.8
"London, UK",2026-08-02T01:00,12.4,69,1012.3,11.5
"London, UK",2026-08-02T02:00,12.7,74,1010.9,13.0
"London, UK",2026-08-02T03:00,11.4,77,1011.4,18.0
"London, UK",2026-08-02T04:00,12.1,69,1012.2,12.0
"London, UK",2026-08-02T05:00,11.6,73,1011.5,8.5
"London, UK",2026-08-02T06:00,12.8,67,1012.1,11.7
"London, UK",2026-08-02T07:00,13.1,78,1013.1,14.6
"London, UK",2026-08-02T08:00,13.4,70,1013.3,11.4
"London, UK",2026-08-02T09:00,16.1,66,1012.7,12.5
"London, UK",2026-08-02T10:00,16.5,67,1012.7,13.4
"London, UK",2026-08-02T11:00,16.7,70,1013.3,13.8
"London, UK",2026-08-02T12:00,17.7,71,1012.7,13.2
"London, UK",2026-08-02T13:00,18.6,73,1011.4,15.9
"London, UK",2026-08-02T14:00,17.6,69,1014.9,15.2
"London, UK",2026-08-02T15:00,19.1,65,1013.0,13.4
"London, UK",2026-08-02T16:00,18.3,67,1013.2,12.1
"London, UK",2026-08-02T17:00,18.0,64,1013.5,15.4
"London, UK",2026-08-02T18:00,18.1,71,1013.1,15.0
"London, UK",2026-08-02T19:00,17.5,68,1012.4,19.5
"London, UK",2026-08-02T20:00,16.1,68,1013.5,14.6
"London, UK",2026-08-02T21:00,14.5,74,1012.9,11.2
"London, UK",2026-08-02T22:00,15.4,72,1011.5,18.4
"London, UK",2026-08-02T23:00,14.2,71,1014.9,14.4
"Cape Town, S. Africa",2026-07-27T00:00,11.0,65,1017.7,21.2
"Cape Town, S. Africa",2026-07-27T01:00,10.5,65,1017.2,19.8
"Cape Town, S. Africa",2026-07-27T02:00,9.2,64,1017.7,13.5
"Cape Town, S. Africa",2026-07-27T03:00,10.1,66,1018.6,18.8
"Cape Town, S. Africa",2026-07-27T04:00,10.6,66,1017.1,21.8
"Cape Town, S. Africa",2026-07-27T05:00,10.1,71,1015.8,20.7
"Cape Town, S. Africa",2026-07-27T06:00,11.7,68,1019.3,18.1
"Cape Town, S. Africa",2026-07-27T07:00,10.8,64,1017.8,21.2
"Cape Town, S. Africa",2026-07-27T08:00,12.7,62,1017.9,16.9
"Cape Town, S. Africa",2026-07-27T09:00,14.3,73,1017.4,21.5
"Cape Town, S. Africa",2026-07-27T10:00,14.1,59,1016.3,17.3
"Cape Town, S. Africa",2026-07-27T11:00,14.2,70,1017.3,20.9
"Cape Town, S. Africa",2026-07-27T12:00,15.8,63,1018.2,19.9
"Cape Town, S. Africa",2026-07-27T13:00,16.9,62,1016.6,16.5
"Cape Town, S. Africa",2026-07-27T14:00,15.5,63,1017.1,16.8
"Cape Town, S. Africa",2026-07-27T15:00,17.0,62,1014.4,17.7
"Cape Town, S. Africa",2026-07-27T16:00,17.2,63,1015.6,20.4
"Cape Town, S. Africa",2026-07-27T17:00,17.2,64,1016.9,18.8
"Cape Town, S. Africa",2026-07-27T18:00,15.5,65,1017.2,21.6
"Cape Town, S. Africa",2026-07-27T19:00,15.3,66,1017.1,22.0
"Cape Town, S. Africa",2026-07-27T20:00,15.0,61,1014.8,23.9
"Cape Town, S. Africa",2026-07-27T21:00,13.7,60,1016.1,21.9
"Cape Town, S. Africa",2026-07-27T22:00,12.4,64,1018.7,17.4
"Cape Town, S. Africa",2026-07-27T23:00,11.2,67,1017.5,21.2
"Cape Town, S. Africa",2026-07-28T00:00,11.7,67,1017.6,19.4
"Cape Town, S. Africa",2026-07-28T01:00,10.5,68,1017.3,21.9
"Cape Town, S. Africa",2026-07-28T02:00,10.5,68,1016.0,20.2
"Cape Town, S. Africa",2026-07-28T03:00,10.0,68,1019.6,18.7
"Cape Town, S. Africa",2026-07-28T04:00,10.4,71,1017.1,25.8
"Cape Town, S. Africa",2026-07-28T05:00,10.2,69,1016.0,19.1
"Cape Town, S. Africa",2026-07-28T06:00,11.2,69,1017.4,23.1
"Cape Town, S. Africa",2026-07-28T07:00,11.7,65,1020.2,21.0
"Cape Town, S. Africa",2026-07-28T08:00,12.1,64,1015.9,22.3
"Cape Town, S. Africa",2026-07-28T09:00,13.2,66,1016.9,21.8
"Cape Town, S. Africa",2026-07-28T10:00,13.8,62,1017.3,21.5
"Cape Town, S. Africa",2026-07-28T11:00,15.5,61,1017.8,18.1
"Cape Town, S. Africa",2026-07-28T12:00,15.6,60,1018.6,21.6
"Cape Town, S. Africa",2026-07-28T13:00,17.0,66,1020.4,15.7
"Cape Town, S. Africa",2026-07-28T14:00,16.4,61,1016.0,17.3
"Cape Town, S. Africa",2026-07-28T15:00,16.8,59,1017.4,20.1
"Cape Town, S. Africa",2026-07-28T16:00,17.2,64,1017.7,19.1
"Cape Town, S. Africa",2026-07-28T17:00,18.0,62,1014.8,17.5
"Cape Town, S. Africa",2026-07-28T18:00,14.8,64,1016.9,18.8
"Cape Town, S. Africa",2026-07-28T19:00,16.7,64,1017.9,17.7
"Cape Town, S. Africa",2026-07-28T20:00,13.7,65,1017.2,15.4
"Cape Town, S. Africa",2026-07-28T21:00,13.4,65,1016.7,18.0
"Cape Town, S. Africa",2026-07-28T22:00,12.2,66,1017.1,21.5
"Cape Town, S. Africa",2026-07-28T23:00,12.5,65,1016.5,21.1
"Cape Town, S. Africa",2026-07-29T00:00,11.5,65,1017.9,22.4
"Cape Town, S. Africa",2026-07-29T01:00,11.4,72,1016.0,20.0
"Cape Town, S. Africa",2026-07-29T02:00,10.1,67,1016.2,16.3
"Cape Town, S. Africa",2026-07-29T03:00,10.1,65,1017.1,18.0
"Cape Town, S. Africa",2026-07-29T04:00,9.3,69,1017.2,21.4
"Cape Town, S. Africa",2026-07-29T05:00,12.0,67,1017.6,17.3
"Cape Town, S. Africa",2026-07-29T06:00,10.1,72,1015.9,17.4
"Cape Town, S. Africa",2026-07-29T07:00,11.7,66,1015.9,19.2
"Cape Town, S. Africa",2026-07-29T08:00,13.5,63,1015.3,22.4
"Cape Town, S. Africa",2026-07-29T09:00,13.8,63,1015.1,18.1
"Cape Town, S. Africa",2026-07-29T10:00,14.4,68,1015.8,19.8
"Cape Town, S. Africa",2026-07-29T11:00,15.7,56,1018.2,17.0
"Cape Town, S. Africa",2026-07-29T12:00,16.2,64,1018.3,21.4
"Cape Town, S. Africa",2026-07-29T13:00,14.9,62,1017.2,19.5
"Cape Town, S. Africa",2026-07-29T14:00,17.2,64,1017.7,19.5
"Cape Town, S. Africa",2026-07-29T15:00,15.7,62,1017.5,17.3
"Cape Town, S. Africa",2026-07-29T16:00,17.3,65,1017.2,12.3
"Cape Town, S. Africa",2026-07-29T17:00,15.6,69,1016.3,15.0
"Cape Town, S. Africa",2026-07-29T18:00,16.8,62,1018.3,20.7
"Cape Town, S. Africa",2026-07-29T19:00,15.6,64,1017.8,25.7
"Cape Town, S. Africa",2026-07-29T20:00,15.1,59,1017.5,22.9
"Cape Town, S. Africa",2026-07-29T21:00,14.3,63,1018.4,22.3
"Cape Town, S. Africa",2026-07-29T22:00,14.4,62,1016.4,19.2
"Cape Town, S. Africa",2026-07-29T23:00,11.4,64,1013.7,18.9
"Cape Town, S. Africa",2026-07-30T00:00,11.3,65,1019.3,20.0
"Cape Town, S. Africa",2026-07-30T01:00,11.4,67,1018.0,20.7
"Cape Town, S. Africa",2026-07-30T02:00,11.1,67,1017.6,20.9
"Cape Town, S. Africa",2026-07-30T03:00,9.8,69,1019.7,19.3
"Cape Town, S. Africa",2026-07-30T04:00,10.4,71,1018.4,20.0
"Cape Town, S. Africa",2026-07-30T05:00,8.8,70,1014.3,23.7
"Cape Town, S. Africa",2026-07-30T06:00,11.1,70,1015.9,16.1
"Cape Town, S. Africa",2026-07-30T07:00,11.9,66,1016.4,20.2
"Cape Town, S. Africa",2026-07-30T08:00,14.5,67,1018.3,22.1
"Cape Town, S. Africa",2026-07-30T09:00,14.5,64,1014.5,19.5
"Cape Town, S. Africa",2026-07-30T10:00,15.0,61,1016.8,18.3
"Cape Town, S. Africa",2026-07-30T11:00,16.3,65,1017.8,21.6
"Cape Town, S. Africa",2026-07-30T12:00,15.9,64,1015.6,14.5
"Cape Town, S. Africa",2026-07-30T13:00,16.6,63,1018.5,23.9
"Cape Town, S. Africa",2026-07-30T14:00,18.0,58,1016.6,21.2
"Cape Town, S. Africa",2026-07-30T15:00,18.8,65,1018.3,19.0
"Cape Town, S. Africa",2026-07-30T16:00,16.3,65,1015.7,19.4
"Cape Town, S. Africa",2026-07-30T17:00,16.5,67,1016.6,13.9
"Cape Town, S. Africa",2026-07-30T18:00,16.3,61,1017.1,19.8
"Cape Town, S. Africa",2026-07-30T19:00,15.1,66,1015.2,18.7
"Cape Town, S. Africa",2026-07-30T20:00,14.9,62,1015.1,21.7
"Cape Town, S. Africa",2026-07-30T21:00,14.3,64,1014.6,21.8
"Cape Town, S. Africa",2026-07-30T22:00,11.4,68,1015.9,17.1
"Cape Town, S. Africa",2026-07-30T23:00,11.4,66,1016.2,21.5
"Cape Town, S. Africa",2026-07-31T00:00,10.7,70,1017.3,18.3
"Cape Town, S. Africa",2026-07-31T01:00,9.9,63,1017.3,19.1
"Cape Town, S. Africa",2026-07-31T02:00,8.5,67,1015.9,23.9
"Cape Town, S. Africa",2026-07-31T03:00,8.8,64,1018.3,23.4
"Cape Town, S. Africa",2026-07-31T04:00,9.6,66,1017.7,14.2
"Cape Town, S. Africa",2026-07-31T05:00,9.2,68,1018.9,18.9
"Cape Town, S. Africa",2026-07-31T06:00,11.1,70,1019.5,18.6
"Cape Town, S. Africa",2026-07-31T07:00,11.7,72,1015.2,22.6
"Cape Town, S. Africa",2026-07-31T08:00,11.9,67,1016.7,17.6
"Cape Town, S. Africa",2026-07-31T09:00,12.8,66,1018.2,19.7
"Cape Town, S. Africa",2026-07-31T10:00,14.5,66,1015.8,21.8
"Cape Town, S. Africa",2026-07-31T11:00,15.8,71,1016.5,18.9
"Cape Town, S. Africa",2026-07-31T12:00,16.5,65,1016.4,19.0
"Cape Town, S. Africa",2026-07-31T13:00,16.9,60,1016.5,20.2
"Cape Town, S. Africa",2026-07-31T14:00,17.6,60,1014.8,15.2
"Cape Town, S. Africa",2026-07-31T15:00,16.1,59,1016.8,17.0
"Cape Town, S. Africa",2026-07-31T16:00,16.4,60,1016.5,23.3
"Cape Town, S. Africa",2026-07-31T17:00,17.0,62,1016.4,18.9
"Cape Town, S. Africa",2026-07-31T18:00,16.2,65,1015.9,20.1
"Cape Town, S. Africa",2026-07-31T19:00,13.8,65,1017.9,19.3
"Cape Town, S. Africa",2026-07-31T20:00,15.7,61,1017.3,19.9
"Cape Town, S. Africa",2026-07-31T21:00,13.4,65,1017.1,22.1
"Cape Town, S. Africa",2026-07-31T22:00,13.6,65,1018.0,18.2
"Cape Town, S. Africa",2026-07-31T23:00,12.3,64,1018.3,25.5
"Cape Town, S. Africa",2026-08-01T00:00,10.9,61,1016.3,23.1
"Cape Town, S. Africa",2026-08-01T01:00,10.9,68,1018.2,21.2
"Cape Town, S. Africa",2026-08-01T02:00,11.0,70,1018.8,20.9
"Cape Town, S. Africa",2026-08-01T03:00,10.6,66,1016.3,24.3
"Cape Town, S. Africa",2026-08-01T04:00,10.3,70,1017.1,18.5
"Cape Town, S. Africa",2026-08-01T05:00,10.5,72,1017.7,15.7
"Cape Town, S. Africa",2026-08-01T06:00,10.9,72,1016.7,15.5
"Cape Town, S. Africa",2026-08-01T07:00,13.1,67,1016.9,19.1
"Cape Town, S. Africa",2026-08-01T08:00,13.4,63,1018.4,21.4
"Cape Town, S. Africa",2026-08-01T09:00,13.7,65,1016.8,22.6
"Cape Town, S. Africa",2026-08-01T10:00,13.8,60,1017.7,21.6
"Cape Town, S. Africa",2026-08-01T11:00,15.6,65,1016.6,22.0
"Cape Town, S. Africa",2026-08-01T12:00,15.9,62,1016.6,25.1
"Cape Town, S. Africa",2026-08-01T13:00,15.3,65,1015.0,19.7
"Cape Town, S. Africa",2026-08-01T14:00,16.6,56,1017.5,19.0
"Cape Town, S. Africa",2026-08-01T15:00,15.5,66,1018.7,23.7
"Cape Town, S. Africa",2026-08-01T16:00,17.1,62,1018.6,24.2
"Cape Town, S. Africa",2026-08-01T17:00,17.3,59,1017.2,21.1
"Cape Town, S. Africa",2026-08-01T18:00,14.7,65,1019.7,21.6
"Cape Town, S. Africa",2026-08-01T19:00,16.3,63,1016.9,21.0
"Cape Town, S. Africa",2026-08-01T20:00,13.8,62,1018.5,23.4
"Cape Town, S. Africa",2026-08-01T21:00,12.8,68,1016.9,20.8
"Cape Town, S. Africa",2026-08-01T22:00,12.9,68,1017.1,23.5
"Cape Town, S. Africa",2026-08-01T23:00,12.0,68,1016.0,25.4
"Cape Town, S. Africa",2026-08-02T00:00,11.4,69,1015.1,17.9
"Cape Town, S. Africa",2026-08-02T01:00,11.3,68,1014.7,22.6
"Cape Town, S. Africa",2026-08-02T02:00,9.7,72,1016.9,20.5
"Cape Town, S. Africa",2026-08-02T03:00,10.8,64,1015.8,19.5
"Cape Town, S. Africa",2026-08-02T04:00,10.7,63,1015.0,22.1
"Cape Town, S. Africa",2026-08-02T05:00,10.0,67,1014.8,18.3
"Cape Town, S. Africa",2026-08-02T06:00,11.0,70,1016.1,24.1
"Cape Town, S. Africa",2026-08-02T07:00,11.3,65,1018.8,20.5
"Cape Town, S. Africa",2026-08-02T08:00,12.2,66,1018.6,23.7
"Cape Town, S. Africa",2026-08-02T09:00,12.9,65,1017.1,17.5
"Cape Town, S. Africa",2026-08-02T10:00,14.4,64,1018.4,23.0
"Cape Town, S. Africa",2026-08-02T11:00,15.0,63,1017.8,18.5
"Cape Town, S. Africa",2026-08-02T12:00,16.4,62,1015.8,17.6
"Cape Town, S. Africa",2026-08-02T13:00,17.5,61,1019.0,18.7
"Cape Town, S. Africa",2026-08-02T14:00,17.1,69,1015.7,15.3
"Cape Town, S. Africa",2026-08-02T15:00,17.9,59,1017.0,18.5
"Cape Town, S. Africa",2026-08-02T16:00,17.1,59,1016.8,21.1
"Cape Town, S. Africa",2026-08-02T17:00,15.8,61,1016.6,16.4
"Cape Town, S. Africa",2026-08-02T18:00,15.7,64,1016.5,19.3
"Cape Town, S. Africa",2026-08-02T19:00,15.2,62,1017.8,23.6
"Cape Town, S. Africa",2026-08-02T20:00,14.1,66,1016.7,20.9
"Cape Town, S. Africa",2026-08-02T21:00,14.6,66,1014.9,21.1
"Cape Town, S. Africa",2026-08-02T22:00,13.5,64,1018.2,18.3
"Cape Town, S. Africa",2026-08-02T23:00,10.7,68,1014.9,19.4
"Dubai, UAE",2026-07-27T00:00,35.1,41,1000.5,7.4
"Dubai, UAE",2026-07-27T01:00,33.5,47,1003.7,12.4
"Dubai, UAE",2026-07-27T02:00,33.5,48,1002.5,7.8
"Dubai, UAE",2026-07-27T03:00,33.6,44,1003.0,13.0
"Dubai, UAE",2026-07-27T04:00,33.3,47,1002.5,2.8
"Dubai, UAE",2026-07-27T05:00,33.7,47,1001.9,11.8
"Dubai, UAE",2026-07-27T06:00,34.1,44,1001.8,10.2
"Dubai, UAE",2026-07-27T07:00,35.1,47,1003.2,7.3
"Dubai, UAE",2026-07-27T08:00,36.1,50,999.9,10.4
"Dubai, UAE",2026-07-27T09:00,36.6,44,1000.9,9.6
"Dubai, UAE",2026-07-27T10:00,39.3,39,1000.6,6.7
"Dubai, UAE",2026-07-27T11:00,40.2,41,1002.0,9.0
"Dubai, UAE",2026-07-27T12:00,39.2,43,1004.9,13.5
"Dubai, UAE",2026-07-27T13:00,39.9,45,1001.0,5.6
"Dubai, UAE",2026-07-27T14:00,41.6,45,1003.3,8.8
"Dubai, UAE",2026-07-27T15:00,40.9,44,1002.5,9.0
"Dubai, UAE",2026-07-27T16:00,39.7,43,1003.3,7.0
"Dubai, UAE",2026-07-27T17:00,40.9,43,1002.9,12.2
"Dubai, UAE",2026-07-27T18:00,39.3,38,1001.4,12.2
"Dubai, UAE",2026-07-27T19:00,38.6,42,999.8,14.4
"Dubai, UAE",2026-07-27T20:00,38.6,46,1003.2,11.4
"Dubai, UAE",2026-07-27T21:00,36.8,45,1001.5,16.6
"Dubai, UAE",2026-07-27T22:00,36.4,44,1002.6,7.5
"Dubai, UAE",2026-07-27T23:00,36.1,44,1002.6,12.7
"Dubai, UAE",2026-07-28T00:00,34.4,47,1002.0,9.9
"Dubai, UAE",2026-07-28T01:00,33.1,47,1003.8,9.7
"Dubai, UAE",2026-07-28T02:00,32.6,47,1003.3,11.7
"Dubai, UAE",2026-07-28T03:00,33.4,47,1002.7,8.4
"Dubai, UAE",2026-07-28T04:00,33.0,51,1003.0,7.5
"Dubai, UAE",2026-07-28T05:00,32.9,49,1004.1,5.2
"Dubai, UAE",2026-07-28T06:00,34.4,43,1001.2,9.1
"Dubai, UAE",2026-07-28T07:00,34.7,45,1002.0,8.7
"Dubai, UAE",2026-07-28T08:00,34.9,49,1002.9,12.1
"Dubai, UAE",2026-07-28T09:00,35.9,47,1002.8,7.4
"Dubai, UAE",2026-07-28T10:00,38.0,44,1004.2,14.8
"Dubai, UAE",2026-07-28T11:00,37.8,52,1000.9,12.5
"Dubai, UAE",2026-07-28T12:00,40.5,39,1002.6,9.7
"Dubai, UAE",2026-07-28T13:00,40.9,43,1003.4,10.2
"Dubai, UAE",2026-07-28T14:00,40.7,45,1002.7,11.8
"Dubai, UAE",2026-07-28T15:00,40.5,39,1001.3,8.4
"Dubai, UAE",2026-07-28T16:00,41.4,44,1001.8,13.6
"Dubai, UAE",2026-07-28T17:00,41.4,42,1001.0,13.9
"Dubai, UAE",2026-07-28T18:00,39.8,43,1001.6,7.8
"Dubai, UAE",2026-07-28T19:00,38.0,46,1001.1,17.6
"Dubai, UAE",2026-07-28T20:00,37.3,41,1002.6,13.8
"Dubai, UAE",2026-07-28T21:00,37.0,47,999.8,8.3
"Dubai, UAE",2026-07-28T22:00,35.2,41,1002.1,4.4
"Dubai, UAE",2026-07-28T23:00,34.1,46,1001.0,11.0
"Dubai, UAE",2026-07-29T00:00,34.4,50,1002.9,12.9
"Dubai, UAE",2026-07-29T01:00,33.5,49,1002.6,10.4
"Dubai, UAE",2026-07-29T02:00,32.9,47,1001.0,11.1
"Dubai, UAE",2026-07-29T03:00,32.9,46,1001.2,7.0
"Dubai, UAE",2026-07-29T04:00,33.8,48,1001.0,12.0
"Dubai, UAE",2026-07-29T05:00,33.1,44,1003.2,8.7
"Dubai, UAE",2026-07-29T06:00,33.9,48,1003.4,10.1
"Dubai, UAE",2026-07-29T07:00,34.2,49,1001.4,14.7
"Dubai, UAE",2026-07-29T08:00,36.0,39,1002.4,14.9
"Dubai, UAE",2026-07-29T09:00,38.1,50,1000.8,12.3
"Dubai, UAE",2026-07-29T10:00,37.5,45,1000.5,8.4
"Dubai, UAE",2026-07-29T11:00,38.5,46,1003.0,10.7
"Dubai, UAE",2026-07-29T12:00,38.9,43,1001.1,12.2
"Dubai, UAE",2026-07-29T13:00,41.3,45,1001.1,3.2
"Dubai, UAE",2026-07-29T14:00,39.6,47,1001.5,8.1
"Dubai, UAE",2026-07-29T15:00,42.1,45,1002.0,9.3
"Dubai, UAE",2026-07-29T16:00,40.8,43,1003.9,11.1
"Dubai, UAE",2026-07-29T17:00,41.0,45,1000.6,11.9
"Dubai, UAE",2026-07-29T18:00,39.6,35,999.4,7.5
"Dubai, UAE",2026-07-29T19:00,39.4,43,1002.2,14.9
"Dubai, UAE",2026-07-29T20:00,37.1,45,1002.4,8.2
"Dubai, UAE",2026-07-29T21:00,37.0,40,1003.7,8.3
"Dubai, UAE",2026-07-29T22:00,37.4,45,1003.2,9.9
"Dubai, UAE",2026-07-29T23:00,35.0,45,1002.1,10.8
"Dubai, UAE",2026-07-30T00:00,33.6,47,1001.3,15.7
"Dubai, UAE",2026-07-30T01:00,33.5,52,1001.8,10.6
"Dubai, UAE",2026-07-30T02:00,32.2,47,1002.3,14.0
"Dubai, UAE",2026-07-30T03:00,33.2,52,1002.8,14.1
"Dubai, UAE",2026-07-30T04:00,33.1,55,1001.4,8.1
"Dubai, UAE",2026-07-30T05:00,32.7,55,1003.0,9.2
"Dubai, UAE",2026-07-30T06:00,35.0,49,1004.4,6.1
"Dubai, UAE",2026-07-30T07:00,34.8,45,999.6,12.7
"Dubai, UAE",2026-07-30T08:00,35.8,48,1004.8,9.1
"Dubai, UAE",2026-07-30T09:00,36.7,46,1003.2,8.6
"Dubai, UAE",2026-07-30T10:00,37.6,48,1002.5,4.9
"Dubai, UAE",2026-07-30T11:00,38.1,49,1002.5,8.1
"Dubai, UAE",2026-07-30T12:00,39.7,43,1002.9,6.6
"Dubai, UAE",2026-07-30T13:00,39.9,43,1001.9,11.4
"Dubai, UAE",2026-07-30T14:00,40.0,44,1003.3,11.2
"Dubai, UAE",2026-07-30T15:00,41.1,41,1001.0,9.8
"Dubai, UAE",2026-07-30T16:00,41.7,41,1000.9,8.8
"Dubai, UAE",2026-07-30T17:00,40.6,41,1002.6,11.3
"Dubai, UAE",2026-07-30T18:00,40.5,46,1003.2,7.7
"Dubai, UAE",2026-07-30T19:00,38.4,44,1001.5,7.2
"Dubai, UAE",2026-07-30T20:00,37.7,43,1001.2,9.2
"Dubai, UAE",2026-07-30T21:00,37.8,45,1005.0,10.4
"Dubai, UAE",2026-07-30T22:00,35.8,46,1002.3,11.1
"Dubai, UAE",2026-07-30T23:00,36.5,43,1003.0,10.5
"Dubai, UAE",2026-07-31T00:00,33.1,50,1003.5,7.9
"Dubai, UAE",2026-07-31T01:00,33.5,43,1000.5,12.6
"Dubai, UAE",2026-07-31T02:00,32.8,45,1002.3,8.7
"Dubai, UAE",2026-07-31T03:00,32.7,51,1000.6,7.7
"Dubai, UAE",2026-07-31T04:00,33.2,51,1003.5,8.3
"Dubai, UAE",2026-07-31T05:00,34.2,45,1004.2,7.2
